ocel_id,ocel_time,PaymentMethodZLSCH,AmountDMBTR,new_value,ocel_changed_field
payment:295,1970-01-01T00:00:00.000Z,C: Bank Collection,21600.0,,
payment:295,2023-02-20T19:56:00.000Z,,,,AmountDMBTR
payment:295,2023-02-20T19:56:00.000Z,,,,PaymentMethodZLSCH
payment:273,1970-01-01T00:00:00.000Z,D:Direct Debit,122200.0,,
payment:273,2023-01-21T01:44:00.000Z,,,,AmountDMBTR
payment:273,2023-01-21T01:44:00.000Z,,,,PaymentMethodZLSCH
payment:366,1970-01-01T00:00:00.000Z,C: Bank Collection,92700.0,,
payment:366,2023-04-25T23:05:00.000Z,,,,AmountDMBTR
payment:366,2023-04-25T23:05:00.000Z,,,,PaymentMethodZLSCH
payment:104,1970-01-01T00:00:00.000Z,C: Bank Collection,5850.0,,
payment:104,2022-07-25T09:28:00.000Z,,,,AmountDMBTR
payment:104,2022-07-25T09:28:00.000Z,,,,PaymentMethodZLSCH
payment:135,1970-01-01T00:00:00.000Z,C: Bank Collection,1200.0,,
payment:135,2022-08-31T05:53:00.000Z,,,,AmountDMBTR
payment:135,2022-08-31T05:53:00.000Z,,,,PaymentMethodZLSCH
payment:853,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,16800.0,,
payment:853,2024-08-08T12:44:00.000Z,,,,AmountDMBTR
payment:853,2024-08-08T12:44:00.000Z,,,,PaymentMethodZLSCH
payment:886,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,106250.0,,
payment:886,2024-09-20T08:23:00.000Z,,,,AmountDMBTR
payment:886,2024-09-20T08:23:00.000Z,,,,PaymentMethodZLSCH
payment:301,1970-01-01T00:00:00.000Z,D:Direct Debit,16050.0,,
payment:301,2023-02-24T07:50:00.000Z,,,,AmountDMBTR
payment:301,2023-02-24T07:50:00.000Z,,,,PaymentMethodZLSCH
payment:565,1970-01-01T00:00:00.000Z,D:Direct Debit,27900.0,,
payment:565,2023-11-22T23:34:00.000Z,,,,AmountDMBTR
payment:565,2023-11-22T23:34:00.000Z,,,,PaymentMethodZLSCH
payment:922,1970-01-01T00:00:00.000Z,C: Bank Collection,123200.0,,
payment:922,2024-10-13T12:47:00.000Z,,,,AmountDMBTR
payment:922,2024-10-13T12:47:00.000Z,,,,PaymentMethodZLSCH
payment:800,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,113300.0,,
payment:800,2024-06-18T05:31:00.000Z,,,,AmountDMBTR
payment:800,2024-06-18T05:31:00.000Z,,,,PaymentMethodZLSCH
payment:281,1970-01-01T00:00:00.000Z,C: Bank Collection,149700.0,,
payment:281,2023-01-30T13:37:00.000Z,,,,AmountDMBTR
payment:281,2023-01-30T13:37:00.000Z,,,,PaymentMethodZLSCH
payment:446,1970-01-01T00:00:00.000Z,D:Direct Debit,290000.0,,
payment:446,2023-07-22T05:17:00.000Z,,,,AmountDMBTR
payment:446,2023-07-22T05:17:00.000Z,,,,PaymentMethodZLSCH
payment:750,1970-01-01T00:00:00.000Z,C: Bank Collection,8000.0,,
payment:750,2024-05-07T15:06:00.000Z,,,,AmountDMBTR
payment:750,2024-05-07T15:06:00.000Z,,,,PaymentMethodZLSCH
payment:750,2024-05-08T12:06:00.000Z,,,,AmountDMBTR
payment:750,2024-05-08T12:06:00.000Z,,,,PaymentMethodZLSCH
payment:750,2024-05-11T11:59:00.000Z,,,,AmountDMBTR
payment:750,2024-05-11T11:59:00.000Z,,,,PaymentMethodZLSCH
payment:327,1970-01-01T00:00:00.000Z,D:Direct Debit,80000.0,,
payment:327,2023-03-16T13:10:00.000Z,,,,AmountDMBTR
payment:327,2023-03-16T13:10:00.000Z,,,,PaymentMethodZLSCH
payment:50,1970-01-01T00:00:00.000Z,C: Bank Collection,18000.0,,
payment:50,2022-06-04T01:47:00.000Z,,,,AmountDMBTR
payment:50,2022-06-04T01:47:00.000Z,,,,PaymentMethodZLSCH
payment:115,1970-01-01T00:00:00.000Z,C: Bank Collection,30800.0,,
payment:115,2022-08-11T02:47:00.000Z,,,,AmountDMBTR
payment:115,2022-08-11T02:47:00.000Z,,,,PaymentMethodZLSCH
payment:445,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,88500.0,,
payment:445,2023-07-31T13:25:00.000Z,,,,AmountDMBTR
payment:445,2023-07-31T13:25:00.000Z,,,,PaymentMethodZLSCH
payment:166,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,45500.0,,
payment:166,2022-09-20T13:31:00.000Z,,,,AmountDMBTR
payment:166,2022-09-20T13:31:00.000Z,,,,PaymentMethodZLSCH
payment:589,1970-01-01T00:00:00.000Z,C: Bank Collection,176250.0,,
payment:589,2023-12-08T03:49:00.000Z,,,,AmountDMBTR
payment:589,2023-12-08T03:49:00.000Z,,,,PaymentMethodZLSCH
payment:371,1970-01-01T00:00:00.000Z,D:Direct Debit,54200.0,,
payment:371,2023-05-05T03:18:00.000Z,,,,AmountDMBTR
payment:371,2023-05-05T03:18:00.000Z,,,,PaymentMethodZLSCH
payment:692,1970-01-01T00:00:00.000Z,C: Bank Collection,82600.0,,
payment:692,2024-03-06T22:00:00.000Z,,,,AmountDMBTR
payment:692,2024-03-06T22:00:00.000Z,,,,PaymentMethodZLSCH
payment:692,2024-03-13T06:18:00.000Z,,,,AmountDMBTR
payment:692,2024-03-13T06:18:00.000Z,,,,PaymentMethodZLSCH
payment:690,1970-01-01T00:00:00.000Z,C: Bank Collection,11750.0,,
payment:690,2024-03-13T07:30:00.000Z,,,,AmountDMBTR
payment:690,2024-03-13T07:30:00.000Z,,,,PaymentMethodZLSCH
payment:690,2024-03-17T02:22:00.000Z,,,,AmountDMBTR
payment:690,2024-03-17T02:22:00.000Z,,,,PaymentMethodZLSCH
payment:314,1970-01-01T00:00:00.000Z,C: Bank Collection,2850.0,,
payment:314,2023-03-15T09:18:00.000Z,,,,AmountDMBTR
payment:314,2023-03-15T09:18:00.000Z,,,,PaymentMethodZLSCH
payment:516,1970-01-01T00:00:00.000Z,C: Bank Collection,27500.0,,
payment:516,2023-09-23T19:18:00.000Z,,,,AmountDMBTR
payment:516,2023-09-23T19:18:00.000Z,,,,PaymentMethodZLSCH
payment:516,2023-09-26T19:49:00.000Z,,,,AmountDMBTR
payment:516,2023-09-26T19:49:00.000Z,,,,PaymentMethodZLSCH
payment:29,1970-01-01T00:00:00.000Z,C: Bank Collection,63200.0,,
payment:29,2022-05-19T22:14:00.000Z,,,,AmountDMBTR
payment:29,2022-05-19T22:14:00.000Z,,,,PaymentMethodZLSCH
payment:27,1970-01-01T00:00:00.000Z,C: Bank Collection,130900.0,,
payment:27,2022-05-17T18:32:00.000Z,,,,AmountDMBTR
payment:27,2022-05-17T18:32:00.000Z,,,,PaymentMethodZLSCH
payment:27,2022-05-25T13:06:00.000Z,,,,AmountDMBTR
payment:27,2022-05-25T13:06:00.000Z,,,,PaymentMethodZLSCH
payment:523,1970-01-01T00:00:00.000Z,D:Direct Debit,23900.0,,
payment:523,2023-10-07T18:42:00.000Z,,,,AmountDMBTR
payment:523,2023-10-07T18:42:00.000Z,,,,PaymentMethodZLSCH
payment:136,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,6500.0,,
payment:136,2022-08-26T19:49:00.000Z,,,,AmountDMBTR
payment:136,2022-08-26T19:49:00.000Z,,,,PaymentMethodZLSCH
payment:639,1970-01-01T00:00:00.000Z,D:Direct Debit,50400.0,,
payment:639,2024-01-14T17:07:00.000Z,,,,AmountDMBTR
payment:639,2024-01-14T17:07:00.000Z,,,,PaymentMethodZLSCH
payment:490,1970-01-01T00:00:00.000Z,D:Direct Debit,2850.0,,
payment:490,2023-09-08T07:20:00.000Z,,,,AmountDMBTR
payment:490,2023-09-08T07:20:00.000Z,,,,PaymentMethodZLSCH
payment:435,1970-01-01T00:00:00.000Z,C: Bank Collection,16250.0,,
payment:435,2023-07-12T04:31:00.000Z,,,,AmountDMBTR
payment:435,2023-07-12T04:31:00.000Z,,,,PaymentMethodZLSCH
payment:893,1970-01-01T00:00:00.000Z,D:Direct Debit,122500.0,,
payment:893,2024-09-24T13:36:00.000Z,,,,AmountDMBTR
payment:893,2024-09-24T13:36:00.000Z,,,,PaymentMethodZLSCH
payment:891,1970-01-01T00:00:00.000Z,D:Direct Debit,18100.0,,
payment:891,2024-09-22T03:57:00.000Z,,,,AmountDMBTR
payment:891,2024-09-22T03:57:00.000Z,,,,PaymentMethodZLSCH
payment:57,1970-01-01T00:00:00.000Z,D:Direct Debit,44550.0,,
payment:57,2022-06-06T19:19:00.000Z,,,,AmountDMBTR
payment:57,2022-06-06T19:19:00.000Z,,,,PaymentMethodZLSCH
payment:277,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,21000.0,,
payment:277,2023-01-29T10:27:00.000Z,,,,AmountDMBTR
payment:277,2023-01-29T10:27:00.000Z,,,,PaymentMethodZLSCH
payment:123,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,134100.0,,
payment:123,2022-08-18T19:08:00.000Z,,,,AmountDMBTR
payment:123,2022-08-18T19:08:00.000Z,,,,PaymentMethodZLSCH
payment:25,1970-01-01T00:00:00.000Z,C: Bank Collection,32800.0,,
payment:25,2022-05-20T18:37:00.000Z,,,,AmountDMBTR
payment:25,2022-05-20T18:37:00.000Z,,,,PaymentMethodZLSCH
payment:98,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,153900.0,,
payment:98,2022-07-20T12:37:00.000Z,,,,AmountDMBTR
payment:98,2022-07-20T12:37:00.000Z,,,,PaymentMethodZLSCH
payment:610,1970-01-01T00:00:00.000Z,D:Direct Debit,26250.0,,
payment:610,2023-12-25T18:37:00.000Z,,,,AmountDMBTR
payment:610,2023-12-25T18:37:00.000Z,,,,PaymentMethodZLSCH
payment:443,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,170500.0,,
payment:443,2023-07-17T22:52:00.000Z,,,,AmountDMBTR
payment:443,2023-07-17T22:52:00.000Z,,,,PaymentMethodZLSCH
payment:475,1970-01-01T00:00:00.000Z,D:Direct Debit,27000.0,,
payment:475,2023-08-14T21:25:00.000Z,,,,AmountDMBTR
payment:475,2023-08-14T21:25:00.000Z,,,,PaymentMethodZLSCH
payment:631,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,900.0,,
payment:631,2024-01-08T20:31:00.000Z,,,,AmountDMBTR
payment:631,2024-01-08T20:31:00.000Z,,,,PaymentMethodZLSCH
payment:753,1970-01-01T00:00:00.000Z,C: Bank Collection,14000.0,,
payment:753,2024-05-10T16:11:00.000Z,,,,AmountDMBTR
payment:753,2024-05-10T16:11:00.000Z,,,,PaymentMethodZLSCH
payment:246,1970-01-01T00:00:00.000Z,D:Direct Debit,38250.0,,
payment:246,2022-12-17T02:34:00.000Z,,,,AmountDMBTR
payment:246,2022-12-17T02:34:00.000Z,,,,PaymentMethodZLSCH
payment:798,1970-01-01T00:00:00.000Z,C: Bank Collection,172900.0,,
payment:798,2024-06-13T21:02:00.000Z,,,,AmountDMBTR
payment:798,2024-06-13T21:02:00.000Z,,,,PaymentMethodZLSCH
payment:700,1970-01-01T00:00:00.000Z,C: Bank Collection,81900.0,,
payment:700,2024-03-15T02:14:00.000Z,,,,AmountDMBTR
payment:700,2024-03-15T02:14:00.000Z,,,,PaymentMethodZLSCH
payment:894,1970-01-01T00:00:00.000Z,C: Bank Collection,21450.0,,
payment:894,2024-09-30T07:56:00.000Z,,,,AmountDMBTR
payment:894,2024-09-30T07:56:00.000Z,,,,PaymentMethodZLSCH
payment:252,1970-01-01T00:00:00.000Z,C: Bank Collection,53100.0,,
payment:252,2022-12-28T23:17:00.000Z,,,,AmountDMBTR
payment:252,2022-12-28T23:17:00.000Z,,,,PaymentMethodZLSCH
payment:252,2022-12-31T12:04:00.000Z,,,,AmountDMBTR
payment:252,2022-12-31T12:04:00.000Z,,,,PaymentMethodZLSCH
