ocel_event_id,ocel_object_id,ocel_qualifier
event:1009,purchase_order:64,purchase_order
event:1154,purchase_order:68,purchase_order
event:1154,quotation:40,quotation
event:1159,purchase_order:52,purchase_order
event:1159,quotation:35,quotation
event:1194,quotation:46,quotation
event:1194,purchase_order:73,purchase_order
event:1195,quotation:38,quotation
event:1195,purchase_order:67,purchase_order
event:1239,quotation:33,quotation
event:1239,purchase_order:53,purchase_order
event:1244,purchase_order:69,purchase_order
event:1244,quotation:43,quotation
event:1258,purchase_order:75,purchase_order
event:1258,quotation:45,quotation
event:1266,purchase_order:71,purchase_order
event:1266,quotation:39,quotation
event:1279,purchase_order:43,purchase_order
event:1279,quotation:27,quotation
event:1280,quotation:33,quotation
event:1280,purchase_order:54,purchase_order
event:1322,purchase_order:72,purchase_order
event:1322,quotation:46,quotation
event:1339,purchase_order:50,purchase_order
event:1339,quotation:32,quotation
event:1363,quotation:47,quotation
event:1363,purchase_order:74,purchase_order
event:1368,purchase_order:78,purchase_order
event:1368,quotation:49,quotation
event:1403,purchase_order:77,purchase_order
event:1403,quotation:44,quotation
event:1413,purchase_order:70,purchase_order
event:1413,quotation:43,quotation
event:1421,quotation:49,quotation
event:1421,purchase_order:79,purchase_order
event:1484,purchase_order:84,purchase_order
event:1484,quotation:54,quotation
event:1499,quotation:55,quotation
event:1499,purchase_order:88,purchase_order
event:1509,quotation:52,quotation
event:1509,purchase_order:80,purchase_order
event:1515,quotation:57,quotation
event:1515,purchase_order:82,purchase_order
event:1517,purchase_order:83,purchase_order
event:1517,quotation:53,quotation
event:1518,purchase_order:76,purchase_order
event:1518,quotation:48,quotation
event:1520,quotation:58,quotation
event:1520,purchase_order:92,purchase_order
event:1522,quotation:51,quotation
event:1522,purchase_order:86,purchase_order
event:1530,quotation:55,quotation
event:1530,purchase_order:87,purchase_order
event:1531,purchase_order:89,purchase_order
event:1531,quotation:56,quotation
event:1532,purchase_order:81,purchase_order
event:1532,quotation:52,quotation
event:1606,quotation:50,quotation
event:1606,purchase_order:93,purchase_order
event:1609,purchase_order:100,purchase_order
event:1609,quotation:62,quotation
event:1610,purchase_order:90,purchase_order
event:1610,quotation:58,quotation
event:1615,quotation:50,quotation
event:1615,purchase_order:95,purchase_order
event:1637,purchase_order:104,purchase_order
event:1637,quotation:63,quotation
event:1640,quotation:63,quotation
event:1640,purchase_order:103,purchase_order
event:1652,purchase_order:105,purchase_order
event:1652,quotation:63,quotation
event:1694,purchase_order:97,purchase_order
event:1694,quotation:59,quotation
event:1699,purchase_order:109,purchase_order
event:1699,quotation:65,quotation
event:1714,purchase_order:101,purchase_order
event:1714,quotation:64,quotation
event:1727,quotation:51,quotation
event:1727,purchase_order:85,purchase_order
event:1744,quotation:66,quotation
event:1744,purchase_order:107,purchase_order
event:1770,quotation:61,quotation
event:1770,purchase_order:106,purchase_order
event:1771,purchase_order:99,purchase_order
event:1771,quotation:59,quotation
event:1776,quotation:60,quotation
event:1776,purchase_order:102,purchase_order
event:1782,quotation:66,quotation
event:1782,purchase_order:108,purchase_order
event:1784,purchase_order:94,purchase_order
event:1784,quotation:50,quotation
event:1790,purchase_order:110,purchase_order
event:1790,quotation:65,quotation
event:1847,quotation:70,quotation
event:1847,purchase_order:113,purchase_order
event:1862,purchase_order:98,purchase_order
event:1862,quotation:59,quotation
event:1921,purchase_order:91,purchase_order
event:1921,quotation:58,quotation
event:2004,purchase_order:112,purchase_order
event:2004,quotation:69,quotation
event:2006,purchase_order:114,purchase_order
event:2006,quotation:72,quotation
event:2037,purchase_order:117,purchase_order
event:2037,quotation:71,quotation
event:2042,purchase_order:116,purchase_order
event:2042,quotation:74,quotation
event:2043,purchase_order:115,purchase_order
event:2043,quotation:74,quotation
event:2044,quotation:67,quotation
event:2044,purchase_order:111,purchase_order
event:2071,purchase_order:119,purchase_order
event:2071,quotation:68,quotation
event:2075,quotation:75,quotation
event:2075,purchase_order:121,purchase_order
event:2098,purchase_order:120,purchase_order
event:2098,quotation:68,quotation
event:2132,quotation:76,quotation
event:2132,purchase_order:123,purchase_order
event:2135,purchase_order:125,purchase_order
event:2135,quotation:80,quotation
event:2159,purchase_order:124,purchase_order
event:2159,quotation:73,quotation
event:2160,purchase_order:126,purchase_order
event:2160,quotation:78,quotation
event:2167,quotation:50,quotation
event:2167,purchase_order:96,purchase_order
event:2168,quotation:68,quotation
event:2168,purchase_order:118,purchase_order
event:2169,purchase_order:122,purchase_order
event:2169,quotation:76,quotation
event:2240,purchase_order:129,purchase_order
event:2240,quotation:83,quotation
event:2282,purchase_order:127,purchase_order
event:2282,quotation:83,quotation
event:2366,purchase_order:136,purchase_order
event:2366,quotation:87,quotation
event:2381,purchase_order:128,purchase_order
event:2381,quotation:83,quotation
event:2416,quotation:82,quotation
event:2416,purchase_order:143,purchase_order
event:2425,quotation:85,quotation
event:2425,purchase_order:134,purchase_order
event:2440,quotation:84,quotation
event:2440,purchase_order:130,purchase_order
event:2442,purchase_order:140,purchase_order
event:2442,quotation:92,quotation
event:2444,quotation:79,quotation
event:2444,purchase_order:132,purchase_order
event:2446,purchase_order:133,purchase_order
event:2446,quotation:81,quotation
event:2447,purchase_order:139,purchase_order
event:2447,quotation:92,quotation
event:2448,quotation:88,quotation
event:2448,purchase_order:138,purchase_order
event:2451,quotation:92,quotation
event:2451,purchase_order:141,purchase_order
event:2455,quotation:82,quotation
event:2455,purchase_order:144,purchase_order
event:2460,quotation:87,quotation
event:2460,purchase_order:135,purchase_order
event:2485,quotation:94,quotation
event:2485,purchase_order:147,purchase_order
event:2487,quotation:94,quotation
event:2487,purchase_order:148,purchase_order
event:2510,purchase_order:149,purchase_order
event:2510,quotation:89,quotation
event:2520,purchase_order:146,purchase_order
event:2520,quotation:93,quotation
event:2522,purchase_order:142,purchase_order
event:2522,quotation:92,quotation
event:2567,purchase_order:137,purchase_order
event:2567,quotation:87,quotation
event:2671,purchase_order:156,purchase_order
event:2671,quotation:86,quotation
event:2672,purchase_order:152,purchase_order
event:2672,quotation:91,quotation
event:2675,purchase_order:153,purchase_order
event:2675,quotation:95,quotation
event:2676,quotation:77,quotation
event:2676,purchase_order:131,purchase_order
event:2677,quotation:86,quotation
event:2677,purchase_order:155,purchase_order
event:2681,quotation:98,quotation
event:2681,purchase_order:158,purchase_order
event:2682,purchase_order:160,purchase_order
event:2682,quotation:98,quotation
event:2684,quotation:89,quotation
event:2684,purchase_order:150,purchase_order
event:2724,purchase_order:151,purchase_order
event:2724,quotation:97,quotation
event:2730,quotation:90,quotation
event:2730,purchase_order:145,purchase_order
event:2750,quotation:98,quotation
event:2750,purchase_order:159,purchase_order
event:2764,purchase_order:157,purchase_order
event:2764,quotation:86,quotation
event:2845,quotation:100,quotation
event:2845,purchase_order:163,purchase_order
event:2951,purchase_order:165,purchase_order
event:2951,quotation:99,quotation
event:2952,purchase_order:166,purchase_order
event:2952,quotation:99,quotation
event:2971,purchase_order:171,purchase_order
event:2971,quotation:104,quotation
event:2976,purchase_order:169,purchase_order
event:2976,quotation:102,quotation
event:2977,purchase_order:173,purchase_order
event:2977,quotation:104,quotation
event:2982,quotation:96,quotation
event:2982,purchase_order:174,purchase_order
event:2985,quotation:102,quotation
event:2985,purchase_order:168,purchase_order
event:2986,quotation:96,quotation
event:2986,purchase_order:175,purchase_order
event:3002,quotation:103,quotation
event:3002,purchase_order:170,purchase_order
event:3022,purchase_order:161,purchase_order
event:3022,quotation:100,quotation
event:3025,quotation:105,quotation
event:3025,purchase_order:180,purchase_order
event:3027,purchase_order:179,purchase_order
event:3027,quotation:108,quotation
event:3028,purchase_order:162,purchase_order
event:3028,quotation:100,quotation
event:3032,purchase_order:181,purchase_order
event:3032,quotation:105,quotation
event:3035,quotation:96,quotation
event:3035,purchase_order:176,purchase_order
event:3040,quotation:108,quotation
event:3040,purchase_order:178,purchase_order
event:3041,purchase_order:164,purchase_order
event:3041,quotation:99,quotation
event:3043,quotation:108,quotation
event:3043,purchase_order:177,purchase_order
event:3129,purchase_order:183,purchase_order
event:3129,quotation:106,quotation
event:3132,purchase_order:185,purchase_order
event:3132,quotation:109,quotation
event:3135,quotation:106,quotation
event:3135,purchase_order:184,purchase_order
event:3137,quotation:107,quotation
event:3137,purchase_order:191,purchase_order
event:3156,quotation:110,quotation
event:3156,purchase_order:189,purchase_order
event:3160,quotation:107,quotation
event:3160,purchase_order:190,purchase_order
event:3173,quotation:107,quotation
event:3173,purchase_order:193,purchase_order
event:3178,quotation:102,quotation
event:3178,purchase_order:167,purchase_order
event:3198,quotation:111,quotation
event:3198,purchase_order:194,purchase_order
event:3226,quotation:110,quotation
event:3226,purchase_order:187,purchase_order
event:3247,quotation:110,quotation
event:3247,purchase_order:188,purchase_order
event:3271,purchase_order:196,purchase_order
event:3271,quotation:112,quotation
event:3278,purchase_order:195,purchase_order
event:3278,quotation:112,quotation
event:3299,quotation:106,quotation
event:3299,purchase_order:182,purchase_order
event:3343,purchase_order:197,purchase_order
event:3343,quotation:115,quotation
event:3365,purchase_order:154,purchase_order
event:3365,quotation:86,quotation
event:3444,quotation:113,quotation
event:3444,purchase_order:204,purchase_order
event:3446,quotation:107,quotation
event:3446,purchase_order:192,purchase_order
event:3518,purchase_order:207,purchase_order
event:3518,quotation:117,quotation
event:3519,quotation:117,quotation
event:3519,purchase_order:206,purchase_order
event:3524,quotation:114,quotation
event:3524,purchase_order:198,purchase_order
event:3530,quotation:113,quotation
event:3530,purchase_order:203,purchase_order
event:3532,purchase_order:200,purchase_order
event:3532,quotation:119,quotation
event:3534,purchase_order:201,purchase_order
event:3534,quotation:116,quotation
event:3575,quotation:116,quotation
event:3575,purchase_order:202,purchase_order
event:3615,purchase_order:208,purchase_order
event:3615,quotation:118,quotation
event:3618,quotation:113,quotation
event:3618,purchase_order:205,purchase_order
event:3649,purchase_order:199,purchase_order
event:3649,quotation:114,quotation
event:3654,quotation:101,quotation
event:3654,purchase_order:186,purchase_order
event:3672,purchase_order:172,purchase_order
event:3672,quotation:104,quotation
event:3717,purchase_order:210,purchase_order
event:3717,quotation:118,quotation
event:3734,quotation:121,quotation
event:3734,purchase_order:212,purchase_order
event:3831,purchase_order:209,purchase_order
event:3831,quotation:118,quotation
event:3872,quotation:130,quotation
event:3872,purchase_order:223,purchase_order
event:3877,quotation:123,quotation
event:3877,purchase_order:214,purchase_order
event:3883,purchase_order:216,purchase_order
event:3883,quotation:120,quotation
event:3891,quotation:124,quotation
event:3891,purchase_order:218,purchase_order
event:3899,quotation:127,quotation
event:3899,purchase_order:215,purchase_order
event:3900,purchase_order:220,purchase_order
event:3900,quotation:124,quotation
event:3905,purchase_order:217,purchase_order
event:3905,quotation:125,quotation
event:3959,quotation:128,quotation
event:3959,purchase_order:224,purchase_order
event:3985,quotation:126,quotation
event:3985,purchase_order:226,purchase_order
event:3987,purchase_order:213,purchase_order
event:3987,quotation:123,quotation
event:4009,quotation:130,quotation
event:4009,purchase_order:222,purchase_order
event:4022,purchase_order:228,purchase_order
event:4022,quotation:133,quotation
event:4051,purchase_order:227,purchase_order
event:4051,quotation:133,quotation
event:4054,purchase_order:211,purchase_order
event:4054,quotation:122,quotation
event:4079,purchase_order:231,purchase_order
event:4079,quotation:132,quotation
event:4084,quotation:128,quotation
event:4084,purchase_order:225,purchase_order
event:4092,quotation:124,quotation
event:4092,purchase_order:219,purchase_order
event:4094,quotation:129,quotation
event:4094,purchase_order:221,purchase_order
event:4173,purchase_order:229,purchase_order
event:4173,quotation:131,quotation
event:4208,quotation:137,quotation
event:4208,purchase_order:236,purchase_order
event:4215,purchase_order:230,purchase_order
event:4215,quotation:132,quotation
event:4217,quotation:142,quotation
event:4217,purchase_order:240,purchase_order
event:4219,quotation:136,quotation
event:4219,purchase_order:232,purchase_order
event:4220,purchase_order:234,purchase_order
event:4220,quotation:137,quotation
event:4256,purchase_order:241,purchase_order
event:4256,quotation:141,quotation
event:4283,purchase_order:243,purchase_order
event:4283,quotation:141,quotation
event:4300,quotation:139,quotation
event:4300,purchase_order:237,purchase_order
event:4303,quotation:141,quotation
event:4303,purchase_order:242,purchase_order
event:4333,quotation:143,quotation
event:4333,purchase_order:249,purchase_order
event:4341,purchase_order:233,purchase_order
event:4341,quotation:137,quotation
event:4361,quotation:134,quotation
event:4361,purchase_order:247,purchase_order
event:4363,purchase_order:235,purchase_order
event:4363,quotation:137,quotation
event:4365,purchase_order:245,purchase_order
event:4365,quotation:134,quotation
event:4366,quotation:134,quotation
event:4366,purchase_order:246,purchase_order
event:4418,purchase_order:238,purchase_order
event:4418,quotation:135,quotation
event:4479,quotation:142,quotation
event:4479,purchase_order:239,purchase_order
event:4546,quotation:134,quotation
event:4546,purchase_order:244,purchase_order
event:4549,purchase_order:251,purchase_order
event:4549,quotation:138,quotation
event:4573,quotation:148,quotation
event:4573,purchase_order:254,purchase_order
event:4579,quotation:148,quotation
event:4579,purchase_order:255,purchase_order
event:4595,quotation:145,quotation
event:4595,purchase_order:253,purchase_order
event:4607,quotation:143,quotation
event:4607,purchase_order:248,purchase_order
event:4614,quotation:149,quotation
event:4614,purchase_order:256,purchase_order
event:4673,purchase_order:261,purchase_order
event:4673,quotation:150,quotation
event:4692,quotation:144,quotation
event:4692,purchase_order:252,purchase_order
event:4732,quotation:140,quotation
event:4732,purchase_order:250,purchase_order
event:4750,purchase_order:265,purchase_order
event:4750,quotation:155,quotation
event:4751,quotation:149,quotation
event:4751,purchase_order:257,purchase_order
event:4753,purchase_order:271,purchase_order
event:4753,quotation:154,quotation
event:4767,purchase_order:260,purchase_order
event:4767,quotation:147,quotation
event:4768,quotation:146,quotation
event:4768,purchase_order:262,purchase_order
event:4791,quotation:154,quotation
event:4791,purchase_order:270,purchase_order
event:4802,purchase_order:274,purchase_order
event:4802,quotation:162,quotation
event:4805,quotation:163,quotation
event:4805,purchase_order:272,purchase_order
event:4816,quotation:146,quotation
event:4816,purchase_order:263,purchase_order
event:4822,purchase_order:258,purchase_order
event:4822,quotation:149,quotation
event:4849,quotation:151,quotation
event:4849,purchase_order:268,purchase_order
event:4877,quotation:147,quotation
event:4877,purchase_order:259,purchase_order
event:4878,purchase_order:273,purchase_order
event:4878,quotation:162,quotation
event:4885,quotation:153,quotation
event:4885,purchase_order:275,purchase_order
event:4959,purchase_order:264,purchase_order
event:4959,quotation:152,quotation
event:4986,purchase_order:279,purchase_order
event:4986,quotation:157,quotation
event:5007,quotation:155,quotation
event:5007,purchase_order:266,purchase_order
event:5039,purchase_order:267,purchase_order
event:5039,quotation:155,quotation
event:5049,purchase_order:290,purchase_order
event:5049,quotation:171,quotation
event:5052,purchase_order:281,purchase_order
event:5052,quotation:157,quotation
event:5054,purchase_order:286,purchase_order
event:5054,quotation:160,quotation
event:5062,purchase_order:284,purchase_order
event:5062,quotation:156,quotation
event:5071,quotation:171,quotation
event:5071,purchase_order:289,purchase_order
event:5072,purchase_order:280,purchase_order
event:5072,quotation:157,quotation
event:5134,purchase_order:278,purchase_order
event:5134,quotation:158,quotation
event:5165,purchase_order:296,purchase_order
event:5165,quotation:177,quotation
event:5168,purchase_order:295,purchase_order
event:5168,quotation:174,quotation
event:5169,quotation:154,quotation
event:5169,purchase_order:269,purchase_order
event:5177,purchase_order:287,purchase_order
event:5177,quotation:172,quotation
event:5178,quotation:156,quotation
event:5178,purchase_order:285,purchase_order
event:5183,quotation:168,quotation
event:5183,purchase_order:293,purchase_order
event:5185,purchase_order:294,purchase_order
event:5185,quotation:176,quotation
event:5188,quotation:173,quotation
event:5188,purchase_order:288,purchase_order
event:5191,quotation:159,quotation
event:5191,purchase_order:282,purchase_order
event:5197,quotation:171,quotation
event:5197,purchase_order:291,purchase_order
event:5203,purchase_order:276,purchase_order
event:5203,quotation:161,quotation
event:5205,quotation:179,quotation
event:5205,purchase_order:302,purchase_order
event:5259,purchase_order:301,purchase_order
event:5259,quotation:179,quotation
event:5260,quotation:171,quotation
event:5260,purchase_order:292,purchase_order
event:5279,purchase_order:304,purchase_order
event:5279,quotation:169,quotation
event:5282,quotation:161,quotation
event:5282,purchase_order:277,purchase_order
event:5283,purchase_order:298,purchase_order
event:5283,quotation:182,quotation
event:5284,quotation:169,quotation
event:5284,purchase_order:305,purchase_order
event:5324,purchase_order:311,purchase_order
event:5324,quotation:188,quotation
event:5329,quotation:182,quotation
event:5329,purchase_order:300,purchase_order
event:5337,purchase_order:303,purchase_order
event:5337,quotation:179,quotation
event:5379,quotation:167,quotation
event:5379,purchase_order:309,purchase_order
event:5387,purchase_order:308,purchase_order
event:5387,quotation:181,quotation
event:5393,purchase_order:315,purchase_order
event:5393,quotation:180,quotation
event:5435,quotation:180,quotation
event:5435,purchase_order:314,purchase_order
event:5443,quotation:165,quotation
event:5443,purchase_order:317,purchase_order
event:5452,purchase_order:306,purchase_order
event:5452,quotation:183,quotation
event:5467,purchase_order:313,purchase_order
event:5467,quotation:180,quotation
event:5472,quotation:184,quotation
event:5472,purchase_order:320,purchase_order
event:5488,purchase_order:297,purchase_order
event:5488,quotation:175,quotation
event:5542,purchase_order:312,purchase_order
event:5542,quotation:180,quotation
event:5555,quotation:170,quotation
event:5555,purchase_order:318,purchase_order
event:5565,purchase_order:283,purchase_order
event:5565,quotation:164,quotation
event:5569,purchase_order:321,purchase_order
event:5569,quotation:184,quotation
event:5570,purchase_order:319,purchase_order
event:5570,quotation:184,quotation
event:5677,purchase_order:310,purchase_order
event:5677,quotation:185,quotation
event:5722,quotation:191,quotation
event:5722,purchase_order:322,purchase_order
event:5729,purchase_order:299,purchase_order
event:5729,quotation:182,quotation
event:5769,purchase_order:324,purchase_order
event:5769,quotation:187,quotation
event:5771,purchase_order:326,purchase_order
event:5771,quotation:187,quotation
event:5792,purchase_order:307,purchase_order
event:5792,quotation:166,quotation
event:5798,quotation:189,quotation
event:5798,purchase_order:323,purchase_order
event:5863,quotation:186,quotation
event:5863,purchase_order:316,purchase_order
event:5898,quotation:194,quotation
event:5898,purchase_order:328,purchase_order
event:5899,quotation:194,quotation
event:5899,purchase_order:330,purchase_order
event:5902,purchase_order:331,purchase_order
event:5902,quotation:193,quotation
event:5920,quotation:194,quotation
event:5920,purchase_order:329,purchase_order
event:5923,purchase_order:327,purchase_order
event:5923,quotation:196,quotation
event:5970,quotation:197,quotation
event:5970,purchase_order:334,purchase_order
event:5977,quotation:190,quotation
event:5977,purchase_order:332,purchase_order
event:6005,quotation:197,quotation
event:6005,purchase_order:335,purchase_order
event:6007,purchase_order:333,purchase_order
event:6007,quotation:195,quotation
event:6013,quotation:198,quotation
event:6013,purchase_order:336,purchase_order
event:6085,purchase_order:337,purchase_order
event:6085,quotation:192,quotation
event:6111,quotation:202,quotation
event:6111,purchase_order:341,purchase_order
event:6116,quotation:187,quotation
event:6116,purchase_order:325,purchase_order
event:6127,purchase_order:344,purchase_order
event:6127,quotation:199,quotation
event:6136,purchase_order:345,purchase_order
event:6136,quotation:199,quotation
event:6145,purchase_order:339,purchase_order
event:6145,quotation:200,quotation
event:6148,purchase_order:340,purchase_order
event:6148,quotation:202,quotation
event:6149,purchase_order:342,purchase_order
event:6149,quotation:199,quotation
event:6150,quotation:199,quotation
event:6150,purchase_order:343,purchase_order
event:6210,quotation:201,quotation
event:6210,purchase_order:346,purchase_order
event:6233,quotation:205,quotation
event:6233,purchase_order:348,purchase_order
event:6292,purchase_order:338,purchase_order
event:6292,quotation:178,quotation
event:6296,purchase_order:349,purchase_order
event:6296,quotation:205,quotation
event:6387,purchase_order:352,purchase_order
event:6387,quotation:209,quotation
event:6390,purchase_order:351,purchase_order
event:6390,quotation:203,quotation
event:6393,purchase_order:350,purchase_order
event:6393,quotation:203,quotation
event:6459,purchase_order:354,purchase_order
event:6459,quotation:215,quotation
event:6468,quotation:208,quotation
event:6468,purchase_order:356,purchase_order
event:6469,purchase_order:355,purchase_order
event:6469,quotation:213,quotation
event:6496,quotation:216,quotation
event:6496,purchase_order:364,purchase_order
event:6533,quotation:211,quotation
event:6533,purchase_order:360,purchase_order
event:6535,quotation:209,quotation
event:6535,purchase_order:353,purchase_order
event:6570,quotation:212,quotation
event:6570,purchase_order:361,purchase_order
event:6571,quotation:220,quotation
event:6571,purchase_order:371,purchase_order
event:6581,purchase_order:370,purchase_order
event:6581,quotation:218,quotation
event:6584,quotation:214,quotation
event:6584,purchase_order:357,purchase_order
event:6585,purchase_order:367,purchase_order
event:6585,quotation:210,quotation
event:6593,quotation:212,quotation
event:6593,purchase_order:363,purchase_order
event:6594,quotation:214,quotation
event:6594,purchase_order:358,purchase_order
event:6603,purchase_order:372,purchase_order
event:6603,quotation:219,quotation
event:6604,purchase_order:369,purchase_order
event:6604,quotation:218,quotation
event:6606,purchase_order:365,purchase_order
event:6606,quotation:217,quotation
event:6610,quotation:210,quotation
event:6610,purchase_order:366,purchase_order
event:6634,quotation:212,quotation
event:6634,purchase_order:362,purchase_order
event:6653,quotation:204,quotation
event:6653,purchase_order:347,purchase_order
event:6662,quotation:210,quotation
event:6662,purchase_order:368,purchase_order
event:6679,purchase_order:373,purchase_order
event:6679,quotation:219,quotation
event:6705,purchase_order:378,purchase_order
event:6705,quotation:223,quotation
event:6750,purchase_order:376,purchase_order
event:6750,quotation:207,quotation
event:6756,purchase_order:375,purchase_order
event:6756,quotation:219,quotation
event:6785,quotation:222,quotation
event:6785,purchase_order:377,purchase_order
event:6787,quotation:219,quotation
event:6787,purchase_order:374,purchase_order
event:6833,purchase_order:359,purchase_order
event:6833,quotation:211,quotation
event:6882,quotation:225,quotation
event:6882,purchase_order:381,purchase_order
event:6930,purchase_order:380,purchase_order
event:6930,quotation:221,quotation
event:6932,purchase_order:382,purchase_order
event:6932,quotation:224,quotation
event:6933,quotation:221,quotation
event:6933,purchase_order:379,purchase_order
event:7000,quotation:228,quotation
event:7000,purchase_order:386,purchase_order
event:7020,quotation:206,quotation
event:7020,purchase_order:385,purchase_order
event:7049,quotation:206,quotation
event:7049,purchase_order:383,purchase_order
event:7069,purchase_order:389,purchase_order
event:7069,quotation:226,quotation
event:7073,purchase_order:387,purchase_order
event:7073,quotation:228,quotation
event:7091,quotation:206,quotation
event:7091,purchase_order:384,purchase_order
event:7094,purchase_order:390,purchase_order
event:7094,quotation:227,quotation
event:7109,quotation:229,quotation
event:7109,purchase_order:388,purchase_order
event:7118,quotation:230,quotation
event:7118,purchase_order:393,purchase_order
event:7133,quotation:230,quotation
event:7133,purchase_order:392,purchase_order
event:7173,purchase_order:396,purchase_order
event:7173,quotation:231,quotation
event:7175,purchase_order:397,purchase_order
event:7175,quotation:231,quotation
event:7178,quotation:227,quotation
event:7178,purchase_order:391,purchase_order
event:7209,quotation:235,quotation
event:7209,purchase_order:394,purchase_order
event:7217,quotation:231,quotation
event:7217,purchase_order:395,purchase_order
event:7230,quotation:233,quotation
event:7230,purchase_order:399,purchase_order
event:7249,quotation:234,quotation
event:7249,purchase_order:400,purchase_order
event:7262,purchase_order:398,purchase_order
event:7262,quotation:231,quotation
event:7266,quotation:232,quotation
event:7266,purchase_order:401,purchase_order
event:7331,purchase_order:403,purchase_order
event:7331,quotation:236,quotation
event:7386,quotation:239,quotation
event:7386,purchase_order:404,purchase_order
event:7395,quotation:242,quotation
event:7395,purchase_order:407,purchase_order
event:7414,quotation:237,quotation
event:7414,purchase_order:402,purchase_order
event:7422,quotation:238,quotation
event:7422,purchase_order:410,purchase_order
event:7425,quotation:243,quotation
event:7425,purchase_order:411,purchase_order
event:7433,quotation:241,quotation
event:7433,purchase_order:408,purchase_order
event:7447,purchase_order:406,purchase_order
event:7447,quotation:242,quotation
event:7454,purchase_order:405,purchase_order
event:7454,quotation:239,quotation
event:7467,quotation:243,quotation
event:7467,purchase_order:413,purchase_order
event:7468,quotation:244,quotation
event:7468,purchase_order:414,purchase_order
event:7485,quotation:243,quotation
