ocel_id,ocel_time,PurchasingGroupEBANEKGRP,RFQTypeEBANBSART,PurchasingOrganizationEBANEKORG,VendorEBANLIFNR,new_value,ocel_changed_field
quotation:155,2022-08-27T01:43:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:155,2022-08-27T01:43:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:155,2022-08-27T01:43:00.000Z,,,,,,VendorEBANLIFNR
quotation:44,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Safety Gear Ltd,,
quotation:44,2022-05-20T19:13:00.000Z,,,,,,RFQTypeEBANBSART
quotation:44,2022-05-20T19:13:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:44,2022-05-20T19:13:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:44,2022-05-20T19:13:00.000Z,,,,,,VendorEBANLIFNR
quotation:698,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Durable Bike Seats Inc,,
quotation:698,2024-02-28T20:46:00.000Z,,,,,,RFQTypeEBANBSART
quotation:698,2024-02-28T20:46:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:698,2024-02-28T20:46:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:698,2024-02-28T20:46:00.000Z,,,,,,VendorEBANLIFNR
quotation:715,1970-01-01T00:00:00.000Z,003,AN,Global Bike Inc,Strap Stars Inc,,
quotation:715,2024-03-19T10:28:00.000Z,,,,,,RFQTypeEBANBSART
quotation:715,2024-03-19T10:28:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:715,2024-03-19T10:28:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:715,2024-03-19T10:28:00.000Z,,,,,,VendorEBANLIFNR
quotation:302,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Pants Providers Inc,,
quotation:302,2023-02-09T10:19:00.000Z,,,,,,RFQTypeEBANBSART
quotation:302,2023-02-09T10:19:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:302,2023-02-09T10:19:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:302,2023-02-09T10:19:00.000Z,,,,,,VendorEBANLIFNR
quotation:106,1970-01-01T00:00:00.000Z,005,AN,Global Bike Inc,Chain Chiefs Ltd,,
quotation:106,2022-07-15T03:33:00.000Z,,,,,,RFQTypeEBANBSART
quotation:106,2022-07-15T03:33:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:106,2022-07-15T03:33:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:106,2022-07-15T03:33:00.000Z,,,,,,VendorEBANLIFNR
quotation:188,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Precision Gears Ltd,,
quotation:188,2022-09-12T13:46:00.000Z,,,,,,RFQTypeEBANBSART
quotation:188,2022-09-12T13:46:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:188,2022-09-12T13:46:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:188,2022-09-12T13:46:00.000Z,,,,,,VendorEBANLIFNR
quotation:663,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Helmet Heroes Inc,,
quotation:663,2024-02-01T16:49:00.000Z,,,,,,RFQTypeEBANBSART
quotation:663,2024-02-01T16:49:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:663,2024-02-01T16:49:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:663,2024-02-01T16:49:00.000Z,,,,,,VendorEBANLIFNR
quotation:534,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Tire Titans Ltd,,
quotation:534,2023-09-24T06:35:00.000Z,,,,,,RFQTypeEBANBSART
quotation:534,2023-09-24T06:35:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:534,2023-09-24T06:35:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:534,2023-09-24T06:35:00.000Z,,,,,,VendorEBANLIFNR
quotation:390,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Advanced Bike Frames Inc,,
quotation:390,2023-05-10T22:07:00.000Z,,,,,,RFQTypeEBANBSART
quotation:390,2023-05-10T22:07:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:390,2023-05-10T22:07:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:390,2023-05-10T22:07:00.000Z,,,,,,VendorEBANLIFNR
quotation:439,1970-01-01T00:00:00.000Z,005,AN,Global Bike Inc,Crankset Kings Ltd,,
quotation:439,2023-06-29T02:24:00.000Z,,,,,,RFQTypeEBANBSART
quotation:439,2023-06-29T02:24:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:439,2023-06-29T02:24:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:439,2023-06-29T02:24:00.000Z,,,,,,VendorEBANLIFNR
quotation:827,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Pants Providers Inc,,
quotation:827,2024-07-03T14:26:00.000Z,,,,,,RFQTypeEBANBSART
quotation:827,2024-07-03T14:26:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:827,2024-07-03T14:26:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:827,2024-07-03T14:26:00.000Z,,,,,,VendorEBANLIFNR
quotation:38,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Nipple Navigators Co,,
quotation:38,2022-05-13T01:53:00.000Z,,,,,,RFQTypeEBANBSART
quotation:38,2022-05-13T01:53:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:38,2022-05-13T01:53:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:38,2022-05-13T01:53:00.000Z,,,,,,VendorEBANLIFNR
quotation:377,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Tire Titans Ltd,,
quotation:377,2023-04-28T01:14:00.000Z,,,,,,RFQTypeEBANBSART
quotation:377,2023-04-28T01:14:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:377,2023-04-28T01:14:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:377,2023-04-28T01:14:00.000Z,,,,,,VendorEBANLIFNR
quotation:487,1970-01-01T00:00:00.000Z,003,AN,Global Bike Inc,Speedometer Specialists Co,,
quotation:487,2023-08-17T08:46:00.000Z,,,,,,RFQTypeEBANBSART
quotation:487,2023-08-17T08:46:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:487,2023-08-17T08:46:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:487,2023-08-17T08:46:00.000Z,,,,,,VendorEBANLIFNR
quotation:565,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Comfort Clothing Inc,,
quotation:565,2023-11-05T18:19:00.000Z,,,,,,RFQTypeEBANBSART
quotation:565,2023-11-05T18:19:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:565,2023-11-05T18:19:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:565,2023-11-05T18:19:00.000Z,,,,,,VendorEBANLIFNR
quotation:770,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Secure Locks Co,,
quotation:770,2024-05-04T00:32:00.000Z,,,,,,RFQTypeEBANBSART
quotation:770,2024-05-04T00:32:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:770,2024-05-04T00:32:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:770,2024-05-04T00:32:00.000Z,,,,,,VendorEBANLIFNR
quotation:520,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Cycle Parts Manufacturing,,
quotation:520,2023-09-09T05:02:00.000Z,,,,,,RFQTypeEBANBSART
quotation:520,2023-09-09T05:02:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:520,2023-09-09T05:02:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:520,2023-09-09T05:02:00.000Z,,,,,,VendorEBANLIFNR
quotation:666,1970-01-01T00:00:00.000Z,005,AN,Global Bike Inc,Crankset Kings Ltd,,
quotation:666,2024-02-04T21:00:00.000Z,,,,,,RFQTypeEBANBSART
quotation:666,2024-02-04T21:00:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:666,2024-02-04T21:00:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:666,2024-02-04T21:00:00.000Z,,,,,,VendorEBANLIFNR
quotation:871,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Wheel Wizards Co,,
quotation:871,2024-08-23T01:19:00.000Z,,,,,,RFQTypeEBANBSART
quotation:871,2024-08-23T01:19:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:871,2024-08-23T01:19:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:871,2024-08-23T01:19:00.000Z,,,,,,VendorEBANLIFNR
quotation:376,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Precision Gears Ltd,,
quotation:376,2023-04-28T18:21:00.000Z,,,,,,RFQTypeEBANBSART
quotation:376,2023-04-28T18:21:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:376,2023-04-28T18:21:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:376,2023-04-28T18:21:00.000Z,,,,,,VendorEBANLIFNR
quotation:617,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Advanced Bike Frames Inc,,
quotation:617,2023-12-13T03:16:00.000Z,,,,,,RFQTypeEBANBSART
quotation:617,2023-12-13T03:16:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:617,2023-12-13T03:16:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:617,2023-12-13T03:16:00.000Z,,,,,,VendorEBANLIFNR
quotation:717,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Spoke Suppliers Inc,,
quotation:717,2024-03-19T08:26:00.000Z,,,,,,RFQTypeEBANBSART
quotation:717,2024-03-19T08:26:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:717,2024-03-19T08:26:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:717,2024-03-19T08:26:00.000Z,,,,,,VendorEBANLIFNR
quotation:748,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Tube Traders Inc,,
quotation:748,2024-04-19T17:35:00.000Z,,,,,,RFQTypeEBANBSART
quotation:748,2024-04-19T17:35:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:748,2024-04-19T17:35:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:748,2024-04-19T17:35:00.000Z,,,,,,VendorEBANLIFNR
quotation:867,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Wheel Wizards Co,,
quotation:867,2024-08-16T21:04:00.000Z,,,,,,RFQTypeEBANBSART
quotation:867,2024-08-16T21:04:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:867,2024-08-16T21:04:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:867,2024-08-16T21:04:00.000Z,,,,,,VendorEBANLIFNR
quotation:340,1970-01-01T00:00:00.000Z,005,AN,Global Bike Inc,Chain Chiefs Ltd,,
quotation:340,2023-03-28T08:04:00.000Z,,,,,,RFQTypeEBANBSART
quotation:340,2023-03-28T08:04:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:340,2023-03-28T08:04:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:340,2023-03-28T08:04:00.000Z,,,,,,VendorEBANLIFNR
quotation:95,1970-01-01T00:00:00.000Z,005,AN,Global Bike Inc,Crankset Kings Ltd,,
quotation:95,2022-06-30T06:24:00.000Z,,,,,,RFQTypeEBANBSART
quotation:95,2022-06-30T06:24:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:95,2022-06-30T06:24:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:95,2022-06-30T06:24:00.000Z,,,,,,VendorEBANLIFNR
quotation:97,1970-01-01T00:00:00.000Z,003,AN,Global Bike Inc,Lighting Legends Co,,
quotation:97,2022-06-29T11:01:00.000Z,,,,,,RFQTypeEBANBSART
quotation:97,2022-06-29T11:01:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:97,2022-06-29T11:01:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:97,2022-06-29T11:01:00.000Z,,,,,,VendorEBANLIFNR
quotation:787,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Comfort Clothing Inc,,
quotation:787,2024-05-21T06:36:00.000Z,,,,,,RFQTypeEBANBSART
quotation:787,2024-05-21T06:36:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:787,2024-05-21T06:36:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:787,2024-05-21T06:36:00.000Z,,,,,,VendorEBANLIFNR
quotation:322,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Tire Titans Ltd,,
quotation:322,2023-03-01T01:50:00.000Z,,,,,,RFQTypeEBANBSART
quotation:322,2023-03-01T01:50:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:322,2023-03-01T01:50:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:322,2023-03-01T01:50:00.000Z,,,,,,VendorEBANLIFNR
quotation:657,1970-01-01T00:00:00.000Z,003,AN,Global Bike Inc,Strap Stars Inc,,
quotation:657,2024-01-19T19:40:00.000Z,,,,,,RFQTypeEBANBSART
quotation:657,2024-01-19T19:40:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:657,2024-01-19T19:40:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:657,2024-01-19T19:40:00.000Z,,,,,,VendorEBANLIFNR
quotation:447,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Rider Apparel Co,,
quotation:447,2023-07-06T21:59:00.000Z,,,,,,RFQTypeEBANBSART
quotation:447,2023-07-06T21:59:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:447,2023-07-06T21:59:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:447,2023-07-06T21:59:00.000Z,,,,,,VendorEBANLIFNR
quotation:225,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Cycling Style Ltd,,
quotation:225,2022-10-25T15:15:00.000Z,,,,,,RFQTypeEBANBSART
quotation:225,2022-10-25T15:15:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:225,2022-10-25T15:15:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:225,2022-10-25T15:15:00.000Z,,,,,,VendorEBANLIFNR
quotation:462,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Nipple Navigators Co,,
quotation:462,2023-07-23T10:48:00.000Z,,,,,,RFQTypeEBANBSART
quotation:462,2023-07-23T10:48:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:462,2023-07-23T10:48:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:462,2023-07-23T10:48:00.000Z,,,,,,VendorEBANLIFNR
quotation:229,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Nipple Navigators Co,,
quotation:229,2022-11-02T18:54:00.000Z,,,,,,RFQTypeEBANBSART
quotation:229,2022-11-02T18:54:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:229,2022-11-02T18:54:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:229,2022-11-02T18:54:00.000Z,,,,,,VendorEBANLIFNR
quotation:882,1970-01-01T00:00:00.000Z,001,AN,Global Bike Inc,Advanced Bike Frames Inc,,
quotation:882,2024-09-05T19:56:00.000Z,,,,,,RFQTypeEBANBSART
quotation:882,2024-09-05T19:56:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:882,2024-09-05T19:56:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:882,2024-09-05T19:56:00.000Z,,,,,,VendorEBANLIFNR
quotation:687,1970-01-01T00:00:00.000Z,004,AN,Global Bike Inc,Tire Titans Ltd,,
quotation:687,2024-02-18T10:04:00.000Z,,,,,,RFQTypeEBANBSART
quotation:687,2024-02-18T10:04:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:687,2024-02-18T10:04:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:687,2024-02-18T10:04:00.000Z,,,,,,VendorEBANLIFNR
quotation:339,1970-01-01T00:00:00.000Z,002,AN,Global Bike Inc,Jacket Junction Co,,
quotation:339,2023-03-08T14:20:00.000Z,,,,,,RFQTypeEBANBSART
quotation:339,2023-03-08T14:20:00.000Z,,,,,,PurchasingOrganizationEBANEKORG
quotation:339,2023-03-08T14:20:00.000Z,,,,,,PurchasingGroupEBANEKGRP
quotation:339,2023-03-08T14:20:00.000Z,,,,,,VendorEBANLIFNR
